1980/06/03	12.5109	15.4357	7.8888	17.3375	15.5418
1980/06/04	10.7477	13.3345	5.8535	13.6392	13.5836
1980/06/05	9.0961	11.3088	4.1593	10.7270	11.7258
1980/06/06	9.0450	9.9278	3.5286	11.4147	11.1104
1980/06/07	7.8025	8.3243	2.7796	9.6662	10.2100
1980/06/08	6.4997	6.7907	2.3510	7.7992	9.0005
1980/06/09	7.5953	8.3905	2.6920	9.4725	8.4966
1980/06/10	9.7443	10.7449	4.1179	14.1491	9.9874
1980/06/11	11.5406	11.3703	4.5491	16.6028	11.2802
1980/06/12	17.5836	18.7429	9.7250	22.3378	13.7012
1980/06/13	16.4183	18.0315	8.5754	19.4838	15.2066
1980/06/14	14.3721	15.8993	6.5971	15.5801	13.8214
1980/06/15	12.3577	13.6705	4.8259	12.2229	12.0512
1980/06/16	10.5028	11.5853	3.3821	9.5628	10.4404
1980/06/17	9.5227	9.7582	2.8459	9.9731	9.7171
1980/06/18	8.0687	8.0664	2.4359	8.5631	8.8851
1980/06/19	9.8430	10.8842	4.4290	9.9876	8.1683
1980/06/20	11.2864	12.9444	6.0099	13.1246	9.3288
1980/06/21	10.1287	11.7715	4.8540	11.5597	9.8072
1980/06/22	8.6713	10.0935	3.5424	9.3518	9.0027
1980/06/23	7.2697	8.4360	2.7210	7.6564	8.0512
1980/06/24	5.9844	6.9026	2.4252	6.6827	7.1880
1980/06/25	4.8784	5.7499	2.3295	6.3295	6.4074
1980/06/26	4.2215	5.1192	2.2774	6.1881	5.7011
1980/06/27	3.8938	4.8417	2.2370	6.0903	5.2274
1980/06/28	3.7626	4.7010	2.2008	6.0231	4.9647
1980/06/29	3.6797	4.6005	2.1654	5.9479	4.8220
1980/06/30	3.6641	4.5267	2.1339	5.9221	4.7204
1980/07/01	3.6154	4.4642	2.1023	5.8650	4.6559
1980/07/02	3.5753	4.4174	2.0784	5.8267	4.6025
1980/07/03	3.5340	4.3777	2.0559	5.7667	4.5545
1980/07/04	3.5003	4.3412	2.0350	5.7072	4.5071
1980/07/05	3.4689	4.3060	2.0145	5.6436	4.4632
1980/07/06	3.4397	4.2714	1.9944	5.5777	4.4208
1980/07/07	3.4117	4.2372	1.9744	5.5115	4.3794
1980/07/08	3.3970	4.2437	1.9634	5.4477	4.3330
1980/07/09	3.3866	4.2605	1.9545	5.3856	4.2970
1980/07/10	3.5159	4.4808	1.9942	5.4069	4.2858
1980/07/11	3.5058	4.4783	1.9839	5.3796	4.3464
1980/07/12	3.4712	4.4318	1.9680	5.3291	4.3280
1980/07/13	3.4356	4.3803	1.9496	5.2702	4.2853
1980/07/14	3.4051	4.3368	1.9306	5.2093	4.2403
1980/07/15	3.3769	4.2988	1.9114	5.1485	4.1987
1980/07/16	3.3497	4.2638	1.8924	5.0880	4.1591
1980/07/17	3.3228	4.2297	1.8735	5.0280	4.1207
1980/07/18	3.2963	4.1958	1.8548	4.9685	4.0829
1980/07/19	3.2699	4.1623	1.8363	4.9093	4.0455
1980/07/20	3.2520	4.1296	1.8182	4.8653	4.0063
1980/07/21	3.2283	4.0968	1.8001	4.8135	3.9712
1980/07/22	3.2032	4.0641	1.7822	4.7582	3.9356
1980/07/23	3.1927	4.0323	1.7657	4.7293	3.8999
1980/07/24	3.1711	4.0002	1.7484	4.6859	3.8691
1980/07/25	3.1652	3.9699	1.7320	4.6646	3.8327
1980/07/26	3.1457	3.9387	1.7151	4.6308	3.8048
1980/07/27	3.1311	3.9087	1.7009	4.6130	3.7797
1980/07/28	3.1087	3.8779	1.6844	4.5776	3.7529
1980/07/29	3.0856	3.8471	1.6678	4.5384	3.7214
1980/07/30	3.0614	3.8164	1.6512	4.4977	3.6886
1980/07/31	3.0386	3.7873	1.6357	4.4599	3.6570
1980/08/01	3.0146	3.7574	1.6197	4.4199	3.6253
1980/08/02	2.9945	3.7277	1.6039	4.3883	3.5925
1980/08/03	2.9716	3.6980	1.5880	4.3516	3.5612
1980/08/04	2.9836	3.7136	1.5943	4.3683	3.5900
1980/08/05	2.9676	3.6953	1.5837	4.3465	3.5978
1980/08/06	2.9461	3.6693	1.5695	4.3125	3.5794
1980/08/07	2.9398	3.6424	1.5557	4.2966	3.5513
1980/08/08	3.0482	3.6780	1.5803	4.4489	3.6179
1980/08/09	3.0430	3.6623	1.5727	4.4844	3.6797
1980/08/10	3.0129	3.6373	1.5577	4.4555	3.6720
1980/08/11	2.9838	3.6097	1.5420	4.4098	3.6365
1980/08/12	2.9584	3.5813	1.5267	4.3623	3.5949
1980/08/13	2.9345	3.5529	1.5115	4.3175	3.5572
1980/08/14	2.9110	3.5246	1.4964	4.2759	3.5227
1980/08/15	2.9026	3.4971	1.4833	4.2588	3.4910
1980/08/16	2.8834	3.4694	1.4689	4.2291	3.4643
1980/08/17	2.8681	3.4423	1.4549	4.2049	3.4357
1980/08/18	2.8789	3.4648	1.4568	4.2009	3.4124
1980/08/19	2.8664	3.4459	1.4464	4.1802	3.4060
1980/08/20	2.8659	3.4348	1.4378	4.1635	3.3834
1980/08/21	2.8487	3.4118	1.4250	4.1339	3.3642
1980/08/22	2.8675	3.4165	1.4217	4.1338	3.3371
1980/08/23	2.8542	3.3978	1.4102	4.1101	3.3269
1980/08/24	2.8341	3.3733	1.3970	4.0767	3.3044
1980/08/25	2.8123	3.3472	1.3833	4.0412	3.2770
1980/08/26	2.7917	3.3208	1.3698	4.0098	3.2480
1980/08/27	2.7699	3.2944	1.3562	3.9757	3.2195
1980/08/28	2.7585	3.2688	1.3438	3.9578	3.1905
1980/08/29	2.7414	3.2463	1.3313	3.9297	3.1643
1980/08/30	2.7208	3.2212	1.3183	3.8969	3.1382
1980/08/31	2.9221	3.5479	1.4003	4.2383	4.6461
1980/09/01	3.9667	4.0210	1.5096	4.9626	5.1374
1980/09/02	3.6600	3.8132	1.4994	4.8914	5.1519
1980/09/03	3.3039	3.6979	1.4844	4.7371	4.7455
1980/09/04	3.2184	3.6257	1.4740	4.7085	4.5629
1980/09/05	3.3055	3.6201	1.4787	4.7759	4.6885
1980/09/06	3.1949	3.5760	1.4645	4.7005	4.5415
1980/09/07	3.1298	3.5250	1.4478	4.6210	4.2466
1980/09/08	3.0888	3.4856	1.4331	4.5645	4.0290
1980/09/09	3.0520	3.4543	1.4192	4.5260	3.9044
1980/09/10	3.0127	3.4257	1.4035	4.4737	3.8216
1980/09/11	2.9781	3.3981	1.3885	4.4181	3.7565
1980/09/12	2.9505	3.3709	1.3737	4.3636	3.7013
1980/09/13	2.9259	3.3439	1.3596	4.3123	3.6549
1980/09/14	2.9022	3.3172	1.3460	4.2643	3.6155
1980/09/15	3.1019	3.3336	1.3543	4.4107	3.5877
1980/09/16	4.0956	3.5470	1.4270	4.8387	3.7760
1980/09/17	4.5836	3.5717	1.4513	5.4165	4.3606
1980/09/18	4.2278	3.5663	1.4612	5.4096	4.7352
1980/09/19	3.8731	3.5484	1.4599	5.2668	4.7303
1980/09/20	4.5593	3.5419	1.4793	5.8569	4.7565
1980/09/21	5.0000	3.6735	1.5571	6.3126	5.4219
1980/09/22	4.5186	3.6667	1.5204	5.8713	5.4851
1980/09/23	3.9927	3.6301	1.5063	5.4638	5.1226
1980/09/24	3.6256	3.5924	1.4900	5.2452	4.7191
1980/09/25	3.4577	3.5594	1.4728	5.1364	4.4299
1980/09/26	3.3763	3.5298	1.4561	5.0576	4.2626
1980/09/27	3.3185	3.5017	1.4397	5.0246	4.1717
1980/09/28	3.6321	3.5211	1.4501	5.1502	4.1164
1980/09/29	3.5348	3.5068	1.4406	5.1553	4.1863
1980/09/30	4.8859	3.5301	1.4538	5.6187	4.0723
1980/10/01	7.4802	3.6578	1.4952	7.0531	4.3992
1980/10/02	7.1027	3.6741	1.5020	6.9263	5.2573
1980/10/03	8.7369	4.0085	1.6884	8.5402	6.6549
1980/10/04	12.4146	4.8917	1.9880	12.0636	7.5735
1980/10/05	16.8690	10.4857	3.9631	20.7683	15.9076
1980/10/06	15.9075	10.4804	3.5572	19.9524	17.2721
1980/10/07	19.4464	12.7869	4.9606	23.4241	17.7869
1980/10/08	19.3294	13.2924	5.0847	25.0852	20.7477
1980/10/09	22.3322	15.9425	7.4853	32.1786	26.1106
1980/10/10	20.4247	14.6097	6.1561	27.7351	24.2884
1980/10/11	27.1296	20.1952	10.8755	39.2938	30.7468
1980/10/12	24.9983	18.8624	9.3175	33.9665	29.3291
1980/10/13	22.0441	16.5207	7.1159	26.7185	24.4056
1980/10/14	20.1883	16.4510	6.9654	20.4465	19.5868
1980/10/15	19.4686	15.5143	6.6718	21.2434	17.1486
1980/10/16	22.9849	16.2982	7.9240	29.7644	18.4425
1980/10/17	28.3254	21.8336	11.3748	45.3586	26.3763
1980/10/18	28.6851	23.0930	11.6362	46.9476	33.8089
1980/10/19	30.9075	23.3767	11.4411	50.4024	32.6426
1980/10/20	28.8955	22.8664	10.1563	42.3892	29.1039
1980/10/21	25.6933	20.3383	7.8749	33.5289	24.3193
1980/10/22	22.5771	17.7085	5.8536	25.8137	19.6601
1980/10/23	19.7339	15.2644	4.2030	19.5621	15.6285
1980/10/24	17.3930	13.3188	3.0946	14.9511	12.6434
1980/10/25	19.1549	14.9412	6.9264	24.0828	15.7112
1980/10/26	19.2410	14.3968	6.7373	25.9974	16.3995
1980/10/27	17.2085	12.7132	5.2279	21.5789	14.6473
1980/10/28	19.6291	14.7836	6.8038	25.0844	14.2320
1980/10/29	17.8275	13.5539	5.5418	21.0859	13.7612
1980/10/30	15.7126	11.9596	4.1238	16.4930	12.1629
1980/10/31	13.6698	10.2783	2.9785	12.7730	10.7332
1980/11/01	12.4282	10.1284	2.7994	13.0575	13.0441
1980/11/02	10.8095	8.8882	2.5374	10.9853	11.8250
1980/11/03	10.2751	8.4124	2.5075	10.9790	10.5300
1980/11/04	8.9735	7.3097	2.4247	9.4538	9.0187
1980/11/05	7.7369	6.3156	2.3831	8.7236	8.1779
1980/11/06	6.6087	5.6447	2.3427	8.4132	7.4109
1980/11/07	5.7108	5.3600	2.3083	8.2450	6.8438
1980/11/08	5.1979	5.2408	2.2892	8.1583	6.7135
1980/11/09	5.3190	5.1631	2.2640	8.1368	6.4120
1980/11/10	5.1936	5.0905	2.2338	8.0922	6.2483
1980/11/11	4.9024	5.0532	2.2104	8.0048	6.1348
1980/11/12	4.6786	4.9979	2.1853	7.9088	6.0218
1980/11/13	5.8890	5.2260	2.2620	8.4266	5.8705
1980/11/14	5.7438	5.2566	2.2752	8.4203	6.2985
1980/11/15	5.6557	5.5239	2.3388	8.3160	6.3416
1980/11/16	5.2779	5.4744	2.3243	8.1875	6.3348
1980/11/17	5.0083	5.4045	2.2991	8.0715	6.2110
1980/11/18	4.8209	5.3272	2.2727	7.9692	6.0996
1980/11/19	4.6932	5.2496	2.2471	7.8708	6.0069
1980/11/20	4.6305	5.2646	2.2411	7.7752	5.9129
1980/11/21	4.5704	5.2186	2.2229	7.6877	5.8608
1980/11/22	4.5231	5.1764	2.2035	7.5997	5.8014
1980/11/23	4.4792	5.1317	2.1820	7.5099	5.7444
1980/11/24	4.4409	5.0894	2.1602	7.4243	5.6874
1980/11/25	4.4193	5.0870	2.1579	7.3833	5.7368
1980/11/26	4.3866	5.0577	2.1415	7.3098	5.7228
1980/11/27	4.3519	5.0207	2.1215	7.2271	5.6805
1980/11/28	4.3172	4.9816	2.1008	7.1427	5.6297
1980/11/29	4.2896	5.0006	2.1078	7.0879	5.7870
1980/11/30	4.2568	4.9762	2.0950	7.0107	5.7753
1980/12/01	4.2856	5.0484	2.1218	7.1985	7.2345
1980/12/02	4.2652	5.0296	2.1140	7.3130	7.2382
1980/12/03	4.2339	4.9943	2.0986	7.2610	7.2507
1980/12/04	4.2007	4.9556	2.0792	7.1617	6.7822
1980/12/05	4.1674	4.9163	2.0588	7.0727	6.4060
1980/12/06	4.1341	4.8772	2.0384	6.9803	6.1660
1980/12/07	4.1011	4.8382	2.0181	6.8990	6.0415
1980/12/08	4.0683	4.7996	1.9980	6.8154	5.9480
1980/12/09	4.0358	4.7612	1.9780	6.7327	5.8689
1980/12/10	4.0036	4.7232	1.9583	6.6543	5.7968
1980/12/11	3.9716	4.6855	1.9387	6.5807	5.7296
1980/12/12	3.9425	4.6539	1.9219	6.5163	5.6725
1980/12/13	3.9116	4.6182	1.9033	6.4518	5.6168
1980/12/14	3.9087	4.6383	1.9022	6.4159	5.5644
1980/12/15	3.8958	4.6134	1.8883	6.3834	5.5302
1980/12/16	3.8698	4.5821	1.8714	6.3497	5.4911
1980/12/17	3.8403	4.5472	1.8534	6.2985	5.4452
1980/12/18	3.8100	4.5114	1.8351	6.2444	5.3963
1980/12/19	3.7825	4.4762	1.8174	6.1939	5.3466
1980/12/20	3.7530	4.4407	1.7995	6.1444	5.2989
1980/12/21	3.7537	4.4213	1.7911	6.1382	5.2657
1980/12/22	3.7305	4.3903	1.7752	6.1000	5.2345
1980/12/23	3.7246	4.3634	1.7639	6.0837	5.2009
1980/12/24	3.7004	4.3307	1.7476	6.0428	5.1662
1980/12/25	3.6724	4.2967	1.7305	5.9937	5.1261
1980/12/26	3.6756	4.2797	1.7208	5.9835	5.0928
1980/12/27	3.6974	4.3173	1.7244	5.9833	5.0644
1980/12/28	3.7066	4.3376	1.7252	5.9811	5.0543
1980/12/29	3.6935	4.3312	1.7169	5.9476	5.0358
1980/12/30	3.8415	4.4871	1.7540	6.0183	5.0590
1980/12/31	3.8728	4.5384	1.7657	6.0255	5.1275
1981/01/01	3.8461	4.5028	1.7555	5.9984	5.1353
1981/01/02	3.8007	4.4513	1.7401	5.9490	5.0965
1981/01/03	3.7608	4.4087	1.7235	5.8961	5.0447
1981/01/04	3.7284	4.3722	1.7065	5.8431	4.9938
1981/01/05	3.6981	4.3369	1.6896	5.7905	4.9462
1981/01/06	3.6703	4.3022	1.6735	5.7475	4.9018
1981/01/07	3.6552	4.2886	1.6644	5.7571	4.8791
1981/01/08	3.6469	4.2905	1.6619	5.7526	4.8696
1981/01/09	3.6228	4.2666	1.6491	5.7163	4.8498
1981/01/10	3.5952	4.2357	1.6337	5.6699	4.8144
1981/01/11	3.5669	4.2036	1.6181	5.6800	4.7868
1981/01/12	3.5385	4.1706	1.6022	5.6762	4.7554
1981/01/13	3.5109	4.1375	1.5866	5.6416	4.7185
1981/01/14	3.4830	4.1045	1.5708	5.5947	4.6780
1981/01/15	3.4552	4.0717	1.5552	5.5444	4.6360
1981/01/16	3.4276	4.0392	1.5397	5.4933	4.5936
1981/01/17	3.4002	4.0069	1.5243	5.4426	4.5514
1981/01/18	3.3730	3.9749	1.5091	5.3930	4.5094
1981/01/19	3.3461	3.9431	1.4940	5.3440	4.4677
1981/01/20	3.3193	3.9116	1.4791	5.2955	4.4264
1981/01/21	3.2928	3.8804	1.4644	5.2478	4.3855
1981/01/22	3.2665	3.8494	1.4497	5.2007	4.3450
1981/01/23	3.2404	3.8186	1.4353	5.1540	4.3048
1981/01/24	3.2145	3.7881	1.4209	5.1078	4.2651
1981/01/25	3.1888	3.7579	1.4068	5.0621	4.2257
1981/01/26	3.1633	3.7279	1.3927	5.0167	4.1866
1981/01/27	3.1380	3.6981	1.3788	4.9718	4.1479
1981/01/28	3.1130	3.6685	1.3650	4.9273	4.1096
1981/01/29	3.0883	3.6392	1.3515	4.8847	4.0720
1981/01/30	3.0834	3.6310	1.3443	4.8602	4.0404
1981/01/31	3.1112	3.6785	1.3497	4.8648	4.0169
1981/02/01	3.0951	3.6608	1.3413	4.8437	4.0197
1981/02/02	3.0746	3.6383	1.3313	4.8416	4.0283
1981/02/03	3.0579	3.6157	1.3232	4.8670	4.0673
1981/02/04	3.0378	3.5959	1.3157	4.9455	4.2235
1981/02/05	3.0163	3.5700	1.3042	4.9435	4.2513
1981/02/06	2.9929	3.5423	1.2917	4.9113	4.2416
1981/02/07	2.9692	3.5142	1.2789	4.8686	4.2086
1981/02/08	2.9490	3.4888	1.2692	4.8382	4.1918
1981/02/09	2.9287	3.4619	1.2580	4.8051	4.1602
1981/02/10	2.9061	3.4345	1.2458	4.7640	4.1221
1981/02/11	2.8843	3.4072	1.2338	4.7274	4.0824
1981/02/12	2.8616	3.3801	1.2219	4.6878	4.0528
1981/02/13	2.8482	3.3732	1.2180	4.7234	4.0768
1981/02/14	2.8464	3.3537	1.2090	4.7201	4.0648
1981/02/15	2.8292	3.3293	1.1979	4.6901	4.0414
1981/02/16	2.8085	3.3057	1.1877	4.7024	4.0460
1981/02/17	2.7898	3.2841	1.1781	4.6824	4.0324
1981/02/18	2.7711	3.2592	1.1678	4.6566	4.0087
1981/02/19	2.7514	3.2388	1.1586	4.7053	4.0793
1981/02/20	2.7351	3.2175	1.1488	4.6940	4.0754
1981/02/21	2.7147	3.1931	1.1379	4.6588	4.0483
1981/02/22	2.6972	3.1709	1.1295	4.6448	4.0681
1981/02/23	2.6933	3.1815	1.1317	4.6534	4.1178
1981/02/24	2.6937	3.1686	1.1261	4.6425	4.1172
1981/02/25	2.7232	3.2420	1.1420	4.6723	4.2042
1981/02/26	2.7116	3.2269	1.1388	4.6517	4.2389
1981/02/27	2.6929	3.2049	1.1302	4.6147	4.2170
1981/02/28	2.6723	3.1807	1.1200	4.5743	4.1795
1981/03/01	2.6512	3.1559	1.1091	4.5329	4.1404
1981/03/02	2.6302	3.1309	1.0982	4.4916	4.1016
1981/03/03	2.6092	3.1060	1.0873	4.4508	4.0631
1981/03/04	2.5884	3.0812	1.0765	4.4104	4.0251
1981/03/05	2.7202	3.3331	1.1316	4.5256	4.1448
1981/03/06	2.7261	3.3594	1.1430	4.5515	4.2823
1981/03/07	2.9501	3.5228	1.2079	4.8106	4.4419
